Numero,numero_parcela,Tipo_C,Codigo_C,Data_Em,Data_Protesto,Protesto,Data_Ven,Data_Ent,Data_Pag,NumeroBanco,Valor_T,Valor_Base,Valor_Atual,Obs,Instituicao,Situacao,Portador,BoletoTipoCarteira,Instituicao,Situacao,Portador,BoletoTipoCarteira,InstrucaoBoleto
55010,1,1,5753,2025-07-04 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-01 00:00:00.000,2025-07-04 00:00:00.000,2025-08-01 00:00:00.000,09/00000017348-P,"610,76","610,76",0,"Data da ocorrência/baixa = 04/07/2025. Executado:07/07/2025 - 15:39:33  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 07/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 01/08/2025. Executado:04/08/2025 - 15:02:13  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 04/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 01/08/2025. Executado:04/08/2025 - 15:02:40  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 04/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
55011,1,1,5274,2025-07-04 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-01 00:00:00.000,2025-07-04 00:00:00.000,2025-08-01 00:00:00.000,09/00000017349-8,"2159,37","5500,78",0,"Desconto aplicado na NF no valor de R$        786,22  Data da ocorrência/baixa = 04/07/2025. Executado:07/07/2025 - 15:39:33  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 07/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 01/08/2025. Executado:04/08/2025 - 15:02:14  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 04/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 01/08/2025. Executado:04/08/2025 - 15:02:41  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 04/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
55011,2,1,5274,2025-07-04 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-29 00:00:00.000,2025-07-04 00:00:00.000,2025-08-19 00:00:00.000,09/00000017350-1,"1670,71","5500,78",0,"Desconto aplicado na NF no valor de R$        786,22  Data da ocorrência/baixa = 04/07/2025. Executado:07/07/2025 - 15:39:33  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 07/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 19/08/2025. Executado:20/08/2025 - 14:28:49  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 20/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 19/08/2025. Executado:20/08/2025 - 14:28:56  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 20/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
55011,3,1,5274,2025-07-04 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-26 00:00:00.000,2025-07-04 00:00:00.000,2025-09-26 00:00:00.000,09/00000017351-P,"1670,7","5500,78",0,"Desconto aplicado na NF no valor de R$        786,22  Data da ocorrência/baixa = 04/07/2025. Executado:07/07/2025 - 15:39:34  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 07/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 26/09/2025. Executado:29/09/2025 - 15:34:57  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 26/09/2025. Executado:29/09/2025 - 15:35:22  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55013,1,1,266,2025-07-04 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-01 00:00:00.000,2025-07-04 00:00:00.000,2025-08-01 00:00:00.000,09/00000017352-8,"895,74","895,74",0,"Desconto aplicado na NF no valor de R$        366,68  Data da ocorrência/baixa = 04/07/2025. Executado:07/07/2025 - 15:39:34  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 07/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 01/08/2025. Executado:04/08/2025 - 15:02:14  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 04/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 01/08/2025. Executado:04/08/2025 - 15:02:41  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 04/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
35,1,2,5779,2025-07-04 00:00:00.000,1753-01-01 00:00:00.000,0,2025-08-13 00:00:00.000,2025-08-13 00:00:00.000,2025-08-13 00:00:00.000,,75,75,0,*RECEBIDO NFE - FINANCEIRO 13/08/2025,237,3,2,0,237,3,2,0,
265,1,2,5535,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-15 00:00:00.000,2025-07-03 00:00:00.000,2025-07-15 00:00:00.000,,200,200,0,*RECEBIDO NFE - FINANCEIRO 04/07/2025,237,3,2,0,237,3,2,0,
1772,1,2,5354,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-25 00:00:00.000,2025-07-03 00:00:00.000,2025-07-25 00:00:00.000,,5225,5225,0,,237,3,0,0,237,3,0,0,
54995,1,1,465,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-18 00:00:00.000,2025-07-03 00:00:00.000,2025-07-15 00:00:00.000,09/00000017328-5,"2515,47","2515,47",0,"Desconto aplicado na NF no valor de R$      1.022,06  Data da ocorrência/baixa = 03/07/2025. Executado:04/07/2025 - 14:56:40  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 04/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 15/07/2025. Executado:16/07/2025 - 14:57:28  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 16/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 15/07/2025. Executado:16/07/2025 - 14:57:44  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 16/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54996,1,1,462,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-18 00:00:00.000,2025-07-03 00:00:00.000,2025-07-15 00:00:00.000,09/00000017330-7,"13215,64","13715,64",0,"DESCONTO DUPLICATA R$500,00 REFERENTE PARTICPACAO DITAL NA CONFECÇÃO TABLOIDE      Desconto aplicado na NF no valor de R$      5.572,79  Impresso formato Gráfico Bradesco. Usuário:LEIA, Data:03/07/2025, Hora:09:57:55, Máquina:FATURAMENTO    Data da ocorrência/baixa = 03/07/2025. Executado:04/07/2025 - 14:56:41  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 04/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 15/07/2025. Executado:16/07/2025 - 14:57:28  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 16/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 15/07/2025. Executado:16/07/2025 - 14:57:45  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 16/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
133593,1,2,666,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-08-07 00:00:00.000,2025-07-03 00:00:00.000,2025-08-07 00:00:00.000,,"445,59","445,59",0,*RECEBIDO NFE - FINANCEIRO 03/07/2025,237,3,2,0,237,3,2,0,
110958,1,2,3054,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-31 00:00:00.000,2025-07-04 00:00:00.000,2025-07-31 00:00:00.000,,"272,82","545,65",0,*RECEBIDO NFE - FINANCEIRO 04/07/2025,237,3,2,0,237,3,2,0,
110958,2,2,3054,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-08-28 00:00:00.000,2025-07-04 00:00:00.000,2025-08-28 00:00:00.000,,"272,83","545,65",0,*RECEBIDO NFE - FINANCEIRO 04/07/2025,237,3,2,0,237,3,2,0,
142285,1,2,92,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-01 00:00:00.000,2025-07-03 00:00:00.000,2025-10-01 00:00:00.000,,"2908,26","2908,26",0,*RECEBIDO NFE - FINANCEIRO 04/07/2025,2,3,2,0,2,3,2,0,
433623072025,1,2,4336,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-23 00:00:00.000,2025-07-04 00:00:00.000,2025-07-23 00:00:00.000,,378,378,0,,237,3,237,0,237,3,237,0,
323866,1,2,1885,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-18 00:00:00.000,2025-07-07 00:00:00.000,2025-07-18 00:00:00.000,,"1601,83","1601,83",0,,237,3,0,9,237,3,0,9,BRADESCO
864655,1,2,3369,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-28 00:00:00.000,2025-07-18 00:00:00.000,2025-07-28 00:00:00.000,,"184,59","184,59",0,,237,3,237,0,237,3,237,0,
988443,1,2,5142,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-02 00:00:00.000,2025-07-07 00:00:00.000,2025-07-02 00:00:00.000,,"1563,4","1563,4",0,,237,3,0,0,237,3,0,0,
539928,1,2,85,2025-07-03 00:00:00.000,1753-01-01 00:00:00.000,0,2025-08-28 00:00:00.000,2025-07-03 00:00:00.000,2025-08-28 00:00:00.000,,"320,13","320,13",0,*RECEBIDO NFE - FINANCEIRO 04/07/2025,237,3,2,0,237,3,2,0,
27418072025,1,2,274,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-18 00:00:00.000,2025-07-02 00:00:00.000,2025-07-18 00:00:00.000,,"4005,66","4005,66",0,*FOLHA,237,3,237,0,237,3,237,0,
1005898625,1,3,5394,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-16 00:00:00.000,2025-07-03 00:00:00.000,2025-08-18 00:00:00.000,,"798,68","798,68",0,,237,3,237,9,237,3,237,9,BRADESCO
265104072025,1,2,2651,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-04 00:00:00.000,2025-07-02 00:00:00.000,2025-07-04 00:00:00.000,,"52975,37","52975,37",0,,237,3,237,0,237,3,237,0,
142265,1,2,92,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,0,2025-09-30 00:00:00.000,2025-07-02 00:00:00.000,2025-10-01 00:00:00.000,,"1842,58","2692,16",0,"*RECEBIDO NFE - FINANCEIRO 02/07/2025  *DESCONTO NFD 54970 - 325,50 E NFD 54972 524,08",2,3,2,0,2,3,2,0,
54992,1,1,1669,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-30 00:00:00.000,2025-07-02 00:00:00.000,2025-07-30 00:00:00.000,09/00000017326-9,"761,52","761,52",0,"Desconto aplicado na NF no valor de R$        297,36  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:39  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 30/07/2025. Executado:31/07/2025 - 15:12:24  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 31/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 30/07/2025. Executado:31/07/2025 - 15:12:29  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 31/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54993,1,1,524,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-30 00:00:00.000,2025-07-02 00:00:00.000,2025-07-30 00:00:00.000,09/00000017327-7,"825,9","825,9",0,"Desconto aplicado na NF no valor de R$        354,12  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:39  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 30/07/2025. Executado:31/07/2025 - 15:12:25  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 31/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 30/07/2025. Executado:31/07/2025 - 15:12:30  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 31/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
4931,1,2,5369,2025-07-02 00:00:00.000,1753-01-01 00:00:00.000,0,2025-08-29 00:00:00.000,2025-07-03 00:00:00.000,2025-08-29 00:00:00.000,,"1096,64","1096,64",0,*RECEBIDO NFE - FINANCEIRO 03/07/2025,237,3,2,0,237,3,2,0,
1870,1,2,2772,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-15 00:00:00.000,2025-07-08 00:00:00.000,2025-07-15 00:00:00.000,,"99,9","99,9",0,,237,3,0,0,237,3,0,0,
18013,1,2,3271,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-20 00:00:00.000,2025-07-02 00:00:00.000,2025-07-21 00:00:00.000,,300,300,0,*RECEBIDO NFE - FINANCEIRO 02/07/2025,237,3,2,0,237,3,2,0,
16581,1,2,2745,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-15 00:00:00.000,2025-07-02 00:00:00.000,2025-07-15 00:00:00.000,,"198,41","198,41",0,*RECEBIDO NFE - FINANCEIRO 02/07/2025,237,3,2,0,237,3,2,0,
214,1,2,5468,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-15 00:00:00.000,2025-07-02 00:00:00.000,2025-07-15 00:00:00.000,,680,680,0,*RECEBIDO NFE - FINANCEIRO 03/07/2025,237,3,2,0,237,3,2,0,
23640,1,2,3421,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-07 00:00:00.000,2025-07-01 00:00:00.000,2025-07-07 00:00:00.000,,"243,9","243,9",0,,237,3,0,0,237,3,0,0,
40917,1,2,2123,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-10 00:00:00.000,2025-07-08 00:00:00.000,2025-08-11 00:00:00.000,,239,239,0,,237,3,0,9,237,3,0,9,BRADESCO
54977,1,1,672,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-29 00:00:00.000,2025-07-01 00:00:00.000,2025-07-29 00:00:00.000,09/00000017307-2,"1161,46","2958,69",0,"Desconto aplicado na NF no valor de R$        385,12  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:34  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 29/07/2025. Executado:30/07/2025 - 15:01:47  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 30/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 29/07/2025. Executado:30/07/2025 - 15:01:58  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 30/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54977,2,1,672,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-26 00:00:00.000,2025-07-01 00:00:00.000,2025-08-26 00:00:00.000,09/00000017308-0,"898,62","2958,69",0,"Desconto aplicado na NF no valor de R$        385,12  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:34  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 26/08/2025. Executado:27/08/2025 - 14:56:43  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 27/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 26/08/2025. Executado:27/08/2025 - 14:56:48  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 27/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54977,3,1,672,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-23 00:00:00.000,2025-07-01 00:00:00.000,2025-09-23 00:00:00.000,09/00000017309-9,"898,61","2958,69",0,"Desconto aplicado na NF no valor de R$        385,12  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:35  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 23/09/2025. Executado:24/09/2025 - 20:55:26  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 24/09/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 23/09/2025. Executado:24/09/2025 - 20:55:37  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 24/09/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54978,1,1,2339,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-29 00:00:00.000,2025-07-01 00:00:00.000,2025-07-29 00:00:00.000,09/00000017310-2,"694,82","1769,98",0,"Desconto aplicado na NF no valor de R$        252,98  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:35  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 29/07/2025. Executado:30/07/2025 - 15:01:47  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 30/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 29/07/2025. Executado:30/07/2025 - 15:01:59  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 30/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54978,2,1,2339,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-12 00:00:00.000,2025-07-01 00:00:00.000,2025-08-12 00:00:00.000,09/00000017311-0,"537,58","1769,98",0,"Desconto aplicado na NF no valor de R$        252,98  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:35  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 12/08/2025. Executado:13/08/2025 - 15:01:17  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 13/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 12/08/2025. Executado:13/08/2025 - 15:01:24  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 13/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54978,3,1,2339,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-26 00:00:00.000,2025-07-01 00:00:00.000,2025-08-26 00:00:00.000,09/00000017312-9,"537,58","1769,98",0,"Desconto aplicado na NF no valor de R$        252,98  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:36  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 26/08/2025. Executado:27/08/2025 - 14:56:44  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 27/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 26/08/2025. Executado:27/08/2025 - 14:56:50  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 27/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54979,1,1,4683,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,0,2025-08-14 00:00:00.000,2025-07-01 00:00:00.000,2025-08-15 00:00:00.000,09/00000017313-7,"726,58","726,58",0,"*prorrogação de  16 dias  Desconto aplicado na NF no valor de R$        311,55  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:36  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 30/07/2025. Executado:31/07/2025 - 15:12:25  Ocorrencia/Motivo: Vencimento Alterado  - [Data Leitura: 31/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 30/07/2025. Executado:31/07/2025 - 15:12:26  Ocorrencia/Motivo: Confirmação Pedido Alteração Outros Dados  - [Data Leitura: 31/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 15/08/2025. Executado:18/08/2025 - 14:27:01  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 18/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 15/08/2025. Executado:18/08/2025 - 14:27:31  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 18/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54980,1,1,3251,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-07-29 00:00:00.000,2025-07-01 00:00:00.000,2025-07-29 00:00:00.000,09/00000017314-5,"1092,63","4030,75",0,"Desconto aplicado na NF no valor de R$        314,80  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:36  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 29/07/2025. Executado:30/07/2025 - 15:01:48  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 30/07/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 29/07/2025. Executado:30/07/2025 - 15:02:00  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 30/07/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54980,2,1,3251,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-12 00:00:00.000,2025-07-01 00:00:00.000,2025-08-12 00:00:00.000,09/00000017315-3,"734,53","4030,75",0,"Desconto aplicado na NF no valor de R$        314,80  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:36  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 12/08/2025. Executado:13/08/2025 - 15:01:17  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 13/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 12/08/2025. Executado:13/08/2025 - 15:01:25  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 13/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54980,3,1,3251,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-08-26 00:00:00.000,2025-07-01 00:00:00.000,2025-08-26 00:00:00.000,09/00000017316-1,"734,53","4030,75",0,"Desconto aplicado na NF no valor de R$        314,80  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:37  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 26/08/2025. Executado:27/08/2025 - 14:56:44  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 27/08/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 26/08/2025. Executado:27/08/2025 - 14:56:50  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 27/08/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54980,4,1,3251,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-09 00:00:00.000,2025-07-01 00:00:00.000,2025-09-08 00:00:00.000,09/00000017317-P,"734,53","4030,75",0,"Desconto aplicado na NF no valor de R$        314,80  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:37  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 08/09/2025. Executado:09/09/2025 - 14:34:50  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 09/09/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 08/09/2025. Executado:09/09/2025 - 14:34:58  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 09/09/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54980,5,1,3251,2025-07-01 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-23 00:00:00.000,2025-07-01 00:00:00.000,2025-09-23 00:00:00.000,09/00000017318-8,"734,53","4030,75",0,"Desconto aplicado na NF no valor de R$        314,80  Data da ocorrência/baixa = 02/07/2025. Executado:03/07/2025 - 15:15:37  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 03/07/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 23/09/2025. Executado:24/09/2025 - 20:55:26  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 24/09/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 23/09/2025. Executado:24/09/2025 - 20:55:38  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 24/09/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
